# Elapsed time   CPU (%)     Real (MB)   Virtual (MB)
     180.158       59.900       59.402     1565.934
     181.159       64.900       59.152     1565.934
     182.161       57.900       59.941     1565.934
     183.161       59.000       59.438     1565.934
     184.162       60.900       59.707     1565.934
     185.162       64.000       59.465     1565.934
     186.164       65.900       59.480     1565.934
     187.165       68.900       60.008     1565.934
     188.166       65.900       59.504     1565.934
     189.166       68.000       59.520     1565.934
     190.167       69.900       59.273     1565.934
     191.169       62.900       59.797     1565.934
     192.169       71.000       60.070     1565.934
     193.170       66.900       59.562     1565.934
     194.172       71.900       59.055     1565.934
     195.173       70.900       59.586     1565.934
     196.173       70.000       59.336     1565.934
     197.174       71.900       59.086     1565.934
     198.175       73.900       59.617     1565.934
     199.177       70.900       59.629     1565.934
     200.177       69.000       59.641     1565.934
     201.178       67.900       59.137     1565.934
     202.179       67.900       59.402     1565.934
     203.180       62.000       59.414     1565.934
     204.181       62.900       59.430     1565.934
     205.181       68.000       59.699     1565.934
     206.182       71.900       59.973     1565.934
     207.184       79.900       59.215     1565.934
     208.185       70.900       59.742     1565.934
     209.185       60.000       59.500     1565.934
     210.185       65.000       59.516     1565.934
     211.187       67.900       59.785     1565.934
     212.187       61.900       59.801     1565.934
     213.189       63.900       59.816     1565.934
     214.189       66.000       59.566     1565.934
     215.190       66.900       59.582     1565.934
     216.192       70.900       59.598     1565.934
     217.193       73.900       59.352     1565.934
     218.194       74.900       59.875     1565.934
     219.194       72.000       59.375     1565.934
     220.196       55.900       59.391     1565.934
     221.197       49.900       59.406     1565.934
     222.198       49.900       59.422     1565.934
     223.199       47.900       59.695     1565.934
     224.200       50.900       59.703     1565.934
     225.202       46.900       59.715     1565.934
     226.202       46.000       59.469     1565.934
     227.203       47.000       59.734     1565.934
     228.203       54.000       59.234     1565.934
     229.204       60.900       59.250     1565.934
     230.205       67.000       59.777     1565.934
     231.206       67.900       59.531     1565.934
     232.207       73.000       59.547     1565.934
     233.207       60.000       59.562     1565.934
     234.208       57.000       59.832     1565.934
     235.209       59.900       59.332     1565.934
     236.210       60.900       59.855     1565.934
     237.211       67.000       59.609     1565.934
     238.212       66.900       59.109     1565.934
     239.213       65.900       59.379     1565.934
     240.213       69.000       59.383     1565.934
     241.214       64.900       59.910     1565.934
     242.215       69.900       59.664     1566.062
     243.216       70.900       59.164     1566.062
     244.217       69.900       59.695     1566.062
     245.218       65.000       59.449     1566.062
     246.219       65.900       59.723     1566.062
     247.220       69.900       59.738     1566.062
     248.221       71.900       59.484     1566.062
     249.222       65.900       59.496     1566.062
     250.224       70.900       59.766     1566.062
     251.225       64.900       59.262     1566.062
     252.226       64.900       59.277     1566.062
     253.226       65.000       59.293     1566.062
     254.227       62.000       59.820     1566.062
     255.228       65.900       60.090     1566.062
     256.229       66.900       59.586     1566.062
     257.229       67.000       59.594     1566.062
     258.230       64.000       59.609     1566.062
     259.231       61.900       59.883     1566.062
     260.233       63.900       60.668     1566.062
     261.233       60.000       60.160     1566.062
     262.234       55.900       62.234     1566.062
     263.235       48.000       63.539     1566.062
     264.235       51.000       67.156     1566.062
     265.236       56.000       67.426     1566.062
     266.236       60.000       61.250     1566.062
     267.237       64.900       60.227     1566.062
     268.238       74.900       66.430     1566.062
     269.239       67.900       59.742     1566.062
     270.240       63.900       69.293     1566.062
     271.241       60.900       69.309     1566.062
     272.241       64.000       69.316     1566.062
     273.243       67.900       69.590     1566.062
     274.244       66.900       69.344     1566.062
     275.245       69.900       69.348     1566.062
     276.245       64.000       69.355     1566.062
     277.246       63.000       61.117     1566.062
     278.247       69.900       69.121     1566.062
     279.248       66.900       69.648     1566.062
     280.249       65.900       55.508     1566.191
     281.251       59.900       55.777     1566.191
     282.252       61.900       59.660     1566.191
     283.253       63.900       49.367     1566.191
     284.254       62.900       69.203     1566.191
     285.255       63.900       59.965     1566.191
     286.257       63.900       59.719     1566.191
     287.257       63.000       59.988     1566.191
     288.258       60.900       59.484     1566.191
     289.259       67.900       59.758     1566.191
     290.261       65.900       59.770     1566.191
     291.261       54.000       60.043     1566.191
     292.261       51.000       59.797     1566.191
     293.262       50.900       59.801     1566.191
     294.264       64.900       59.551     1566.191
     295.265       69.900       60.070     1566.191
     296.266       71.900       59.820     1566.191
     297.266       56.000       59.836     1566.191
     298.267       51.900       59.852     1566.191
     299.269       56.900       59.609     1566.191
     300.270       59.900       59.883     1566.191
     301.271       59.900       59.898     1566.191
     302.272       61.900       59.656     1566.191
     303.273       66.000       59.672     1566.191
     304.274       66.900       60.203     1566.191
     305.275       61.900       59.703     1566.191
     306.275       59.000       59.977     1566.191
     307.277       50.900       59.734     1566.191
     308.278       45.900       59.746     1566.191
     309.279       47.900       59.758     1566.191
     310.280       48.900       59.773     1566.191
     311.281       53.000       59.789     1566.320
     312.282       55.900       59.805     1566.320
     313.282       58.000       60.074     1566.320
     314.284       55.900       59.832     1566.320
     315.284       62.000       59.586     1566.320
     316.285       60.900       59.852     1566.320
     317.285       63.000       59.352     1566.320
     318.286       65.000       59.879     1566.320
     319.287       60.900       59.887     1566.320
     320.288       52.900       60.152     1566.320
     321.289       51.000       60.168     1566.320
     322.290       46.900       59.922     1566.320
     323.291       48.000       59.938     1566.320
     324.292       44.900       59.945     1566.320
     325.293       47.900       60.215     1566.320
     326.294       48.900       60.227     1566.320
     327.295       53.900       59.984     1566.320
     328.297       56.900       59.738     1566.320
     329.298       57.900       60.012     1566.320
     330.299       62.900       60.027     1566.320
     331.300       56.900       60.043     1566.320
     332.301       65.000       59.801     1566.320
     333.301       63.000       60.070     1566.320
     334.302       50.900       60.086     1566.320
     335.303       60.900       60.359     1566.320
     336.305       65.900       59.852     1566.320
     337.306       66.900       60.121     1566.320
     338.306       67.000       59.875     1566.320
     339.307       63.900       59.629     1566.320
     340.309       65.900       60.414     1566.320
     341.309       65.000       59.914     1566.320
     342.310       62.900       60.188     1566.320
     343.311       61.900       60.203     1566.320
     344.313       63.900       60.219     1566.320
     345.314       66.900       60.227     1566.320
     346.314       66.900       60.242     1566.320
     347.316       60.900       59.992     1566.320
     348.316       57.000       60.520     1566.449
     349.317       56.900       59.504     1566.449
     350.318       61.000       60.035     1566.449
     351.319       60.900       60.047     1566.449
     352.320       65.900       59.547     1566.449
     353.321       65.900       59.816     1566.449
     354.322       65.900       59.828     1566.449
     355.323       65.900       59.844     1566.449
     356.325       62.900       60.109     1566.449
     357.325       58.000       60.113     1566.449
     358.326       63.900       60.121     1566.449
     359.327       68.900       60.137     1566.449
     360.328       60.900       60.152     1566.449
     361.329       57.000       59.648     1566.449
     362.330       63.900       59.918     1566.449
     363.330       62.000       59.926     1566.449
     364.331       60.900       59.941     1566.449
     365.332       61.000       60.207     1566.449
     366.333       59.900       60.223     1566.449
     367.333       60.000       60.488     1566.449
     368.335       58.900       63.082     1566.449
     369.335       60.000       63.867     1566.449
     370.335       62.000       64.398     1566.449
     371.337       68.900       63.891     1566.449
     372.337       67.000       65.191     1566.449
     373.338       68.900       69.590     1566.449
     374.339       61.900       70.117     1566.449
     375.340       58.000       70.129     1566.449
     376.341       59.900       70.141     1566.449
     377.341       62.000       70.152     1566.449
     378.341       60.000       70.164     1566.449
     379.343       60.900       69.922     1566.449
     380.344       47.900       70.195     1566.449
     381.345       61.900       69.949     1566.449
     382.346       61.900       70.215     1566.449
     383.347       66.000       70.223     1566.449
     384.347       66.000       69.980     1566.449
     385.349       67.900       70.250     1566.578
     386.349       63.000       70.000     1566.578
     387.350       60.900       49.676     1566.578
     388.352       61.900       52.266     1566.578
     389.353       61.900       51.250     1566.578
     390.354       58.900       57.191     1566.578
     391.356       55.900       60.297     1566.578
     392.357       63.900       60.312     1566.578
     393.357       61.000       60.324     1566.578
     394.357       59.000       61.113     1566.578
     395.359       62.900       60.613     1566.578
     396.360       63.900       60.629     1566.578
     397.361       69.900       61.156     1566.578
     398.361       69.000       60.914     1566.578
     399.362       63.900       60.672     1566.578
     400.363       67.000       60.684     1566.578
     401.364       62.900       60.688     1566.578
     402.365       59.900       60.957     1566.578
     403.366       62.900       60.703     1566.578
     404.367       66.900       60.977     1566.578
     405.369       71.900       61.242     1566.578
     406.369       74.000       61.000     1566.578
     407.369       69.000       61.273     1566.578
     408.371       71.900       61.020     1566.578
     409.372       66.900       60.773     1566.578
     410.373       61.900       60.523     1566.578
     411.374       61.900       60.797     1566.578
     412.375       65.900       60.812     1566.578
     413.377       70.900       61.086     1566.578
     414.377       71.000       60.844     1566.578
     415.378       65.900       60.602     1566.578
     416.378       54.000       61.129     1566.578
     417.379       54.000       61.141     1566.578
     418.379       54.000       60.895     1566.578
     419.380       57.000       60.902     1566.578
     420.381       56.900       60.914     1566.578
     421.382       54.900       60.672     1566.578
     422.383       54.900       60.945     1566.707
     423.384       57.900       60.703     1566.707
     424.385       60.000       60.977     1566.707
     425.386       66.900       60.992     1566.707
     426.387       68.900       60.746     1566.707
     427.388       60.000       60.758     1566.707
     428.389       57.900       61.289     1566.707
     429.390       56.900       61.047     1566.707
     430.391       56.900       60.543     1566.707
     431.393       59.900       61.074     1566.707
     432.393       57.000       60.832     1566.707
     433.394       59.900       60.840     1566.707
     434.394       60.000       61.109     1566.707
     435.396       66.900       60.867     1566.707
     436.397       62.900       60.621     1566.707
     437.397       62.000       60.637     1566.707
     438.398       58.000       60.652     1566.707
     439.398       63.000       60.660     1566.707
     440.399       64.900       60.676     1566.707
     441.401       66.900       60.949     1566.707
     442.401       61.000       60.707     1566.707
     443.402       55.900       60.965     1566.707
     444.403       52.900       60.980     1566.707
     445.405       55.900       61.250     1566.707
     446.405       55.000       61.262     1566.707
     447.406       52.900       60.758     1566.707
     448.407       51.900       60.770     1566.707
     449.409       60.900       60.777     1566.707
     450.410       63.900       60.793     1566.707
     451.411       61.900       61.324     1566.707
     452.412       60.000       61.078     1566.707
     453.413       61.900       60.832     1566.707
     454.413       65.000       60.582     1566.707
     455.414       59.900       60.598     1566.707
     456.416       61.900       60.609     1566.707
     457.417       61.900       60.613     1566.707
     458.417       61.000       61.141     1566.707
     459.418       60.900       60.898     1566.707
     460.420       58.900       61.164     1566.836
     461.421       58.900       60.664     1566.836
     462.422       64.900       60.680     1566.836
     463.422       61.000       60.945     1566.836
     464.424       60.900       61.215     1566.836
     465.425       63.900       60.715     1566.836
     466.426       61.900       60.465     1566.836
     467.427       57.900       60.738     1566.836
     468.429       52.900       61.008     1566.836
     469.429       60.000       60.762     1566.836
     470.430       60.900       60.770     1566.836
     471.431       58.000       61.039     1566.836
     472.432       60.900       61.309     1566.836
     473.433       62.900       61.066     1566.836
     474.434       65.900       61.332     1566.836
     475.434       60.000       61.082     1566.836
     476.436       62.900       60.836     1566.836
     477.437       64.900       64.719     1566.836
     478.438       66.000       61.117     1566.836
     479.439       68.900       64.742     1566.836
     480.440       53.900       68.367     1566.836
     481.441       52.000       70.957     1566.836
     482.442       49.900       70.453     1566.836
     483.442       61.000       70.465     1566.836
     484.444       70.900       70.738     1566.836
     485.444       70.000       70.492     1566.836
     486.445       70.900       70.762     1566.836
     487.446       67.900       70.777     1566.836
     488.447       62.900       70.793     1566.836
     489.449       65.900       70.809     1566.836
     490.449       62.000       70.820     1566.836
     491.449       59.000       70.574     1566.836
     492.450       59.900       70.332     1566.836
     493.451       63.000       51.293     1566.836
     494.452       52.900       56.980     1566.836
     495.453       50.000       56.738     1566.836
     496.453       57.000       53.145     1566.836
     497.454       61.000       59.348     1566.965
     498.455       63.900       57.035     1566.965
     499.456       56.900       60.910     1566.965
     500.457       51.000       61.180     1566.965
     501.458       57.900       60.938     1566.965
     502.458       61.000       61.207     1566.965
     503.459       62.000       61.480     1566.965
     504.460       61.900       60.973     1566.965
     505.461       59.900       60.984     1566.965
     506.462       63.900       60.996     1566.965
     507.463       59.900       61.270     1566.965
     508.465       60.900       61.023     1566.965
     509.465       62.000       61.297     1566.965
     510.467       66.900       61.309     1566.965
     511.468       69.900       61.578     1566.965
     512.469       57.000       61.594     1566.965
     513.469       50.000       61.094     1566.965
     514.470       56.000       61.367     1566.965
     515.470       56.000       61.383     1566.965
     516.471       51.000       61.656     1566.965
     517.471       52.000       61.414     1566.965
     518.472       58.900       61.172     1566.965
     519.473       64.000       61.184     1566.965
     520.474       63.900       61.457     1566.965
     521.475       63.900       61.215     1566.965
     522.477       62.900       61.746     1566.965
     523.477       66.000       61.500     1566.965
     524.477       64.000       61.512     1566.965
     525.478       59.900       61.266     1566.965
     526.480       58.900       61.273     1566.965
     527.481       58.900       61.027     1566.965
     528.481       60.000       61.547     1566.965
     529.482       58.900       61.820     1566.965
     530.484       58.900       61.062     1566.965
     531.484       62.000       61.336     1566.965
     532.485       58.900       61.352     1566.965
     533.486       53.900       61.621     1566.965
     534.486       57.000       61.121     1567.094
     535.488       61.900       61.133     1567.094
     536.488       62.000       61.406     1567.094
     537.489       61.000       61.160     1567.094
     538.490       62.900       61.434     1567.094
     539.491       69.900       61.445     1567.094
     540.493       73.900       61.977     1567.094
     541.493       75.000       62.246     1567.094
     542.494       85.900       61.746     1567.094
     543.495       64.900       61.758     1567.094
     544.497       67.900       62.023     1567.094
     545.497       68.000       62.035     1567.094
     546.498       68.900       62.309     1567.094
     547.498       69.000       62.840     1567.094
     548.499       65.000       62.590     1567.094
     549.500       68.900       62.086     1567.094
     550.501       70.900       62.359     1567.094
     551.501       71.000       62.629     1567.094
     552.501       70.000       62.379     1567.094
     553.502       72.000       62.137     1567.094
     554.503       71.900       62.402     1567.094
     555.505       68.900       62.414     1567.094
     556.506       63.900       62.172     1567.094
     557.506       66.000       62.699     1567.094
     558.506       72.000       62.453     1567.094
     559.508       67.900       62.207     1567.094
     560.508       68.000       62.215     1567.262
     561.509       73.900       61.973     1567.262
     562.510       66.900       62.500     1567.262
     563.511       67.900       62.773     1567.262
     564.512       64.900       62.273     1567.262
     565.513       64.000       62.543     1567.262
     566.513       66.000       62.301     1567.262
     567.514       65.900       62.312     1567.262
     568.516       65.900       62.574     1567.262
     569.517       62.900       62.328     1567.262
     570.518       65.900       62.602     1567.262
     571.519       62.900       62.355     1567.262
     572.521       64.900       62.629     1567.262
     573.521       64.000       62.645     1567.262
     574.522       61.900       62.145     1567.262
     575.523       60.000       62.676     1567.262
     576.524       58.900       62.160     1567.262
     577.525       58.900       62.688     1567.262
     578.526       49.900       62.336     1567.262
     579.527       51.900       62.555     1567.262
     580.529       54.900       62.309     1567.262
     581.529       55.000       62.293     1567.262
     582.530       54.900       62.566     1567.262
     583.531       49.000       62.242     1567.262
     584.531       50.000       62.148     1567.262
     585.531       48.000       62.277     1567.262
     586.532       49.000       62.441     1567.262
     587.533       49.900       62.344     1567.262
     588.534       47.900       63.250     1567.262
     589.535       52.900       62.723     1567.262
     590.537       48.900       63.891     1567.262
     591.537       47.000       63.254     1567.262
     592.538       49.900       67.828     1567.262
     593.539       52.900       68.836     1567.262
     594.541       51.900       71.105     1567.262
     595.542       48.900       72.832     1567.262
     596.543       53.900       64.281     1567.262
     597.544       50.000       74.297     1567.262
     598.545       52.900       74.801     1567.262
     599.545       52.000       65.453     1567.262
     600.547       46.900       65.586     1567.262
     601.548       48.900       75.289     1567.262
     602.549       50.900       75.223     1567.262
     603.549       54.000       75.496     1567.262
     604.550       55.000       76.027     1567.262
     605.551       47.900       66.133     1567.262
     606.552       42.000       66.391     1567.262
     607.553       39.000       66.648     1567.262
     608.554       40.000       66.906     1567.391
     609.555       39.900       67.707     1567.391
     610.556       38.000       67.965     1567.391
     611.556       40.000       68.223     1567.391
     612.557       41.000       68.020     1567.391
     613.558       43.900       68.609     1567.391
     614.559       41.000       68.402     1567.391
     615.559       47.000       69.082     1567.391
     616.559       53.000       79.094     1567.391
     617.561       52.900       69.734     1567.391
     618.561       47.000       69.355     1567.391
     619.562       53.900       69.832     1567.391
     620.564       54.900       70.359     1567.391
     621.565       49.900       70.031     1567.391
     622.565       52.000       70.816     1567.391
     623.567       51.900       71.059     1567.391
     624.568       50.900       61.219     1567.391
     625.569       56.900       71.465     1567.391
     626.570       48.000       71.398     1567.391
     627.571       52.900       71.668     1567.391
     628.571       47.000       72.086     1567.391
     629.573       45.900       72.223     1567.391
     630.574       51.900       72.465     1567.391
     631.575       50.900       72.141     1567.391
     632.576       41.000       72.453     1567.391
     633.577       48.900       72.930     1567.391
     634.578       45.900       73.062     1567.391
     635.579       44.900       73.457     1567.391
     636.580       46.000       73.305     1567.391
     637.581       41.000       73.590     1567.391
     638.582       42.900       73.930     1567.391
     639.583       41.900       74.270     1567.391
     640.585       47.900       74.406     1567.391
     641.585       48.000       74.336     1567.391
     642.585       44.000       74.672     1567.391
     643.586       48.900       75.062     1567.391
     644.587       49.000       75.223     1567.391
     645.588       37.000       75.480     1567.520
     646.589       49.000       75.664     1567.520
     647.590       44.900       75.516     1567.520
     648.590       48.000       75.934     1567.520
     649.591       50.000       76.383     1567.520
     650.591       47.000       76.258     1567.520
     651.593       54.900       76.531     1567.520
     652.593       55.000       76.805     1567.520
     653.593       55.000       77.078     1567.520
     654.595       56.900       78.379     1567.520
     655.596       60.900       78.395     1567.520
     656.597       53.900       78.406     1567.520
     657.598       55.900       78.676     1567.520
     658.599       56.900       78.945     1567.520
     659.600       62.900       78.441     1567.520
     660.601       68.000       78.973     1567.520
     661.602       62.900       78.473     1567.520
     662.603       62.900       78.484     1567.520
     663.604       64.900       78.754     1567.520
     664.605       63.900       78.508     1567.520
     665.606       62.900       78.262     1567.520
     666.607       66.000       78.793     1567.520
     667.607       67.000       78.547     1567.520
     668.607       69.000       78.820     1567.520
     669.609       67.900       78.312     1567.520
     670.609       66.900       78.840     1567.520
     671.610       55.900       78.590     1567.520
     672.611       50.000       79.117     1567.520
     673.611       57.000       78.609     1567.520
     674.612       60.900       78.617     1567.520
     675.613       65.000       78.371     1567.520
     676.614       67.900       78.387     1567.520
     677.614       75.000       78.660     1567.520
     678.615       68.000       78.676     1567.520
     679.616       62.900       78.684     1567.520
     680.617       67.900       78.699     1567.520
     681.618       72.900       78.445     1567.520
     682.619       76.900       78.719     1567.520
     683.620       75.900       78.988     1567.648
     684.621       75.900       78.742     1567.648
     685.621       78.000       78.758     1567.648
     686.622       73.900       78.516     1567.648
     687.623       69.900       78.531     1567.648
     688.624       61.000       78.805     1567.648
     689.625       59.900       78.816     1567.648
     690.625       62.000       78.832     1567.648
     691.626       65.900       78.578     1567.648
     692.627       63.900       79.105     1567.648
     693.629       57.900       79.121     1567.648
     694.630       50.900       78.879     1567.648
     695.630       51.000       78.891     1567.648
     696.632       49.900       78.645     1567.648
     697.632       48.000       79.176     1567.648
     698.633       53.900       78.926     1567.648
     699.633       56.000       79.199     1567.648
     700.634       55.000       78.949     1567.648
     701.634       61.000       78.961     1567.648
     702.635       58.900       78.973     1567.648
     703.636       62.900       78.984     1567.648
     704.637       64.000       79.000     1567.648
     705.638       62.900       79.266     1567.648
     706.639       60.000       78.504     1567.648
     707.640       60.900       79.289     1567.648
     708.641       60.900       84.199     1567.648
     709.643       58.900       81.629     1567.648
     710.644       54.900       88.602     1567.648
     711.645       53.900       88.359     1567.648
     712.645       55.000       87.344     1567.648
     713.647       58.900       88.391     1567.648
     714.648       78.900       87.891     1567.648
     715.649       79.900       88.418     1567.648
     716.650       76.000       83.785     1567.648
     717.651       70.900       88.438     1567.648
     718.652       62.900       88.711     1567.648
     719.653       63.900       87.941     1567.648
     720.654       64.900       86.500     1567.777
     721.655       68.900       88.227     1567.777
     722.657       64.900       75.121     1567.777
     723.657       71.000       74.617     1567.777
     724.658       70.000       78.758     1567.777
     725.658       70.000       69.234     1567.777
     726.659       80.900       73.375     1567.777
     727.661       72.900       78.801     1567.777
     728.662       68.900       78.812     1567.777
     729.663       66.900       78.824     1567.777
     730.663       67.000       79.352     1567.777
     731.664       73.000       79.105     1567.777
     732.665       68.900       78.605     1567.777
     733.666       75.900       88.902     1567.777
     734.667       75.900       78.633     1567.777
     735.668       69.900       78.902     1567.777
     736.669       65.000       78.914     1567.777
     737.670       64.900       78.668     1567.777
     738.671       65.900       79.191     1567.777
     739.672       67.000       78.945     1567.777
     740.673       71.900       78.961     1567.777
     741.673       66.000       78.715     1567.777
     742.674       65.900       78.727     1567.777
     743.675       64.000       78.473     1567.777
     744.675       69.000       78.488     1567.777
     745.675       66.000       79.266     1567.777
     746.677       67.900       79.023     1567.777
     747.677       68.000       79.035     1567.777
     748.678       66.900       79.051     1567.777
     749.678       70.000       78.551     1567.777
     750.680       70.900       79.082     1567.777
     751.681       69.900       79.098     1567.777
     752.682       63.900       78.855     1567.777
     753.683       67.900       79.125     1567.777
     754.684       67.000       79.395     1567.777
     755.684       76.000       79.148     1567.777
     756.685       67.900       79.152     1567.777
     757.686       61.900       79.168     1567.906
     758.687       63.900       79.438     1567.906
     759.688       66.900       79.191     1567.906
     760.689       66.000       78.941     1567.906
     761.690       61.900       79.469     1567.906
     762.691       55.900       79.223     1567.906
     763.693       53.900       79.152     1567.906
     764.693       39.000       78.922     1567.906
     765.694       42.900       78.922     1567.906
     766.695       39.000       78.922     1567.906
     767.696       36.000       78.922     1567.906
     768.697       35.000       78.922     1567.906
     769.697       36.000       79.438     1568.629
     770.698       38.000       79.438     1568.629
     771.699       38.000       79.723     1568.629
     772.700       38.000       79.723     1568.629
     773.701       39.000       79.723     1568.629
     774.701       36.000       79.723     1568.629
