# Elapsed time   CPU (%)     Real (MB)   Virtual (MB)
     156.145       64.900       63.508     1565.352
     157.147       65.900       63.523     1565.352
     158.147       63.900       63.023     1565.352
     159.149       63.900       63.293     1565.352
     160.150       58.900       63.305     1565.352
     161.151       59.900       63.055     1565.352
     162.151       59.000       42.730     1565.352
     163.152       55.900       44.258     1565.352
     164.154       58.900       63.316     1565.352
     165.155       58.900       49.668     1565.352
     166.156       56.000       62.797     1565.352
     167.157       64.000       44.273     1565.352
     168.157       61.000       43.262     1565.352
     169.158       58.900       50.742     1565.352
     170.159       56.900       53.336     1565.352
     171.161       57.900       53.598     1565.352
     172.162       57.900       53.855     1565.352
     173.162       57.000       53.867     1565.352
     174.163       57.900       53.883     1565.352
     175.165       56.900       53.895     1565.352
     176.166       59.900       54.164     1565.352
     177.167       59.900       54.176     1565.352
     178.168       57.000       54.188     1565.352
     179.168       58.000       55.234     1565.352
     180.169       62.900       55.242     1565.352
     181.170       55.900       55.254     1565.352
     182.171       48.900       55.383     1565.352
     183.172       51.000       55.438     1565.352
     184.173       47.900       56.289     1565.352
     185.174       50.900       56.164     1565.352
     186.175       61.900       56.152     1565.352
     187.177       56.900       56.160     1565.352
     188.177       68.000       57.977     1565.352
     189.179       72.800       55.414     1565.352
     190.181       72.900       59.039     1565.352
     191.182       77.900       59.309     1565.352
     192.183       78.900       59.582     1565.352
     193.184       75.000       59.336     1565.352
     194.185       67.900       59.344     1565.352
     195.186       70.900       59.352     1565.352
     196.187       67.900       59.109     1565.352
     197.188       74.000       59.121     1565.352
     198.189       71.900       59.391     1565.352
     199.190       69.900       59.660     1565.352
     200.191       66.000       59.156     1565.352
     201.192       61.900       59.172     1565.352
     202.192       60.000       59.441     1565.352
     203.193       59.900       59.707     1565.352
     204.193       63.000       59.203     1565.352
     205.195       64.900       59.727     1565.352
     206.195       60.900       59.477     1565.352
     207.197       59.900       59.488     1565.352
     208.197       60.000       59.492     1565.352
     209.198       58.900       59.250     1565.352
     210.199       48.900       59.074     1565.352
     211.201       48.900       58.898     1565.352
     212.201       60.000       59.398     1565.352
     213.202       65.900       59.641     1565.352
     214.203       75.900       58.879     1565.352
     215.205       81.900       59.660     1565.352
     216.206       75.900       59.672     1565.352
     217.207       65.900       59.945     1565.352
     218.208       59.900       59.188     1565.352
     219.209       60.900       59.715     1565.352
     220.209       66.000       59.730     1565.352
     221.209       67.000       59.488     1565.352
     222.211       70.900       59.754     1565.352
     223.212       64.900       59.770     1565.352
     224.213       70.900       59.781     1565.352
     225.214       68.900       59.281     1565.352
     226.215       74.900       59.809     1565.352
     227.215       76.900       59.566     1565.352
     228.216       73.000       59.582     1565.352
     229.217       66.000       59.598     1565.352
     230.218       64.900       59.871     1565.352
     231.219       62.900       59.629     1565.352
     232.219       68.000       59.633     1565.352
     233.220       65.000       59.387     1565.352
     234.221       67.900       59.660     1565.352
     235.222       66.900       59.676     1565.352
     236.223       64.900       59.426     1565.352
     237.224       66.000       59.699     1565.352
     238.224       64.900       59.707     1565.352
     239.226       61.900       59.465     1565.352
     240.226       63.000       59.473     1565.352
     241.227       60.900       59.230     1565.352
     242.227       63.000       59.762     1565.352
     243.229       61.900       59.770     1565.352
     244.230       60.900       59.523     1565.352
     245.231       59.900       59.504     1565.352
     246.232       59.000       59.723     1565.352
     247.233       58.900       59.996     1565.352
     248.235       61.900       59.496     1565.352
     249.235       62.000       59.480     1565.352
     250.236       58.000       59.957     1565.352
     251.236       59.000       60.199     1565.352
     252.237       54.900       59.613     1565.352
     253.239       58.900       60.914     1565.352
     254.239       57.900       60.926     1565.352
     255.241       56.900       66.352     1565.352
     256.242       58.900       63.273     1565.352
     257.243       60.900       65.609     1565.352
     258.243       61.000       68.973     1565.352
     259.245       59.900       66.668     1565.352
     260.246       62.900       68.746     1565.352
     261.247       64.000       69.273     1565.352
     262.247       65.900       69.031     1565.352
     263.248       71.000       69.305     1565.352
     264.248       67.000       69.059     1565.352
     265.249       70.900       69.324     1565.352
     266.251       68.900       69.336     1565.352
     267.251       63.900       69.352     1565.352
     268.253       70.900       69.625     1565.352
     269.253       68.000       68.859     1565.352
     270.254       70.900       68.617     1565.352
     271.256       70.900       68.621     1565.352
     272.257       71.900       69.410     1565.352
     273.258       73.900       69.164     1565.352
     274.259       71.900       49.102     1565.352
     275.260       73.000       50.395     1565.352
     276.261       67.900       57.113     1565.352
     277.261       67.000       59.699     1565.352
     278.262       63.900       59.711     1565.352
     279.263       59.900       59.727     1565.352
     280.264       65.000       59.227     1565.352
     281.264       69.000       59.754     1565.352
     282.265       75.900       59.770     1565.352
     283.265       79.000       59.781     1565.352
     284.267       70.900       59.797     1565.352
     285.267       63.000       59.551     1565.352
     286.269       62.900       59.562     1565.352
     287.269       67.000       59.578     1565.352
     288.270       59.900       59.844     1565.352
     289.271       61.900       59.855     1565.352
     290.272       59.900       59.871     1565.352
     291.274       65.900       59.629     1565.352
     292.274       69.000       59.379     1565.352
     293.275       71.900       59.652     1565.352
     294.277       72.900       59.668     1565.352
     295.277       71.900       59.422     1565.352
     296.279       67.900       59.691     1565.352
     297.279       68.900       59.699     1565.352
     298.280       69.000       59.453     1565.352
     299.280       69.000       59.723     1565.352
     300.281       64.900       59.480     1565.352
     301.282       66.000       59.750     1565.352
     302.283       70.900       59.762     1565.352
     303.283       72.000       60.035     1565.352
     304.285       70.900       59.789     1565.352
     305.286       68.900       60.059     1565.352
     306.287       66.900       59.555     1565.352
     307.287       68.000       59.570     1565.352
     308.288       70.000       59.586     1565.352
     309.289       56.900       59.602     1565.352
     310.289       55.000       59.617     1565.352
     311.290       56.900       59.625     1565.352
     312.291       58.900       59.379     1565.352
     313.293       62.900       59.645     1565.352
     314.294       65.900       58.887     1565.352
     315.295       66.900       59.930     1565.352
     316.296       65.900       59.945     1565.352
     317.298       66.900       59.703     1565.352
     318.299       68.900       59.461     1565.352
     319.300       67.900       59.469     1565.352
     320.300       65.000       59.738     1565.352
     321.302       65.900       60.000     1565.352
     322.302       65.000       59.754     1565.352
     323.303       63.900       59.762     1565.352
     324.304       67.900       59.516     1565.352
     325.305       65.900       59.777     1565.352
     326.306       64.900       59.531     1565.352
     327.306       65.000       59.543     1565.352
     328.307       62.900       59.816     1565.352
     329.309       65.900       59.312     1565.352
     330.310       60.000       59.582     1565.352
     331.311       65.900       59.598     1565.352
     332.311       66.000       59.352     1565.352
     333.313       64.900       59.621     1565.352
     334.314       63.900       59.379     1565.352
     335.315       60.900       59.648     1565.352
     336.315       62.000       59.656     1565.352
     337.317       61.900       59.668     1565.352
     338.318       57.900       59.418     1565.352
     339.319       60.000       59.430     1565.352
     340.319       62.900       59.957     1565.352
     341.320       66.000       59.457     1565.352
     342.320       65.000       59.473     1565.352
     343.321       68.900       59.484     1565.352
     344.322       73.000       59.242     1565.352
     345.323       67.900       59.773     1565.352
     346.323       60.000       59.785     1565.352
     347.324       58.000       59.285     1565.352
     348.325       64.900       60.070     1565.352
     349.326       62.900       59.566     1565.352
     350.327       64.900       59.324     1565.352
     351.329       67.900       59.598     1565.352
     352.330       61.900       59.871     1565.352
     353.331       62.900       59.629     1565.352
     354.331       64.000       59.387     1565.352
     355.332       66.000       59.914     1565.352
     356.333       63.900       59.672     1565.352
     357.334       58.900       59.426     1565.352
     358.335       57.900       59.695     1565.352
     359.336       64.000       59.703     1565.352
     360.336       66.000       59.719     1565.352
     361.338       63.900       59.734     1565.352
     362.338       63.000       59.484     1565.352
     363.338       63.000       59.500     1565.352
     364.339       60.900       59.512     1565.352
     365.340       66.000       59.527     1565.352
     366.340       66.000       60.832     1565.352
     367.342       61.900       63.941     1565.352
     368.343       63.900       66.277     1565.352
     369.343       65.000       60.617     1565.352
     370.344       68.900       62.949     1565.352
     371.345       71.000       63.477     1565.352
     372.345       73.000       63.492     1565.352
     373.345       72.000       65.309     1565.352
     374.346       70.000       68.930     1565.352
     375.347       71.900       68.945     1565.352
     376.347       69.000       68.953     1565.352
     377.348       66.000       69.223     1565.352
     378.349       68.900       69.238     1565.352
     379.350       72.900       69.250     1565.352
     380.351       72.900       69.262     1565.352
     381.352       63.000       69.016     1565.352
     382.353       57.900       68.766     1565.352
     383.354       55.900       69.039     1565.352
     384.355       57.900       69.309     1565.352
     385.356       60.000       69.066     1565.352
     386.357       64.900       55.371     1565.352
     387.357       59.000       55.715     1565.352
     388.358       59.900       68.852     1565.352
     389.359       63.900       55.473     1565.352
     390.361       58.900       55.227     1565.352
     391.361       61.000       59.105     1565.352
     392.361       62.000       57.309     1565.352
     393.363       64.900       59.383     1565.352
     394.364       63.900       59.906     1565.352
     395.365       68.900       59.406     1565.352
     396.366       62.900       59.676     1565.352
     397.366       59.000       59.434     1565.352
     398.367       53.900       60.223     1565.352
     399.369       54.900       59.465     1565.352
     400.370       56.900       59.480     1565.352
     401.371       60.900       59.488     1565.352
     402.371       67.000       59.504     1565.352
     403.372       62.000       59.777     1565.352
     404.372       67.000       59.531     1565.352
     405.373       66.900       59.547     1565.352
     406.375       71.900       59.562     1565.352
     407.375       64.900       59.836     1565.352
     408.377       65.900       59.594     1565.352
     409.378       64.900       59.867     1565.352
     410.379       61.900       59.367     1565.352
     411.380       67.000       59.383     1565.352
     412.380       70.000       59.914     1565.352
     413.380       71.000       59.406     1565.352
     414.382       65.900       59.676     1565.352
     415.382       65.000       59.684     1565.352
     416.383       70.900       59.699     1565.352
     417.383       66.000       59.195     1565.352
     418.385       62.900       59.469     1565.352
     419.385       64.000       59.742     1565.352
     420.386       61.900       59.496     1565.352
     421.388       71.900       59.500     1565.352
     422.389       82.900       59.508     1565.352
     423.389       60.000       59.516     1565.352
     424.390       55.000       59.789     1565.352
     425.391       59.000       59.289     1565.352
     426.392       58.900       59.555     1565.352
     427.393       58.900       59.570     1565.352
     428.394       64.900       59.586     1565.352
     429.395       65.900       59.332     1565.352
     430.395       68.000       59.605     1565.352
     431.397       64.900       59.355     1565.352
     432.398       62.900       59.625     1565.352
     433.398       62.000       59.637     1565.352
     434.399       65.900       59.910     1565.352
     435.401       67.900       59.922     1565.352
     436.401       63.000       59.676     1565.352
     437.402       59.900       59.434     1565.352
     438.403       64.900       59.707     1565.352
     439.405       62.900       59.465     1565.352
     440.406       62.900       59.734     1565.352
     441.406       65.000       59.738     1565.352
     442.407       65.900       59.754     1565.352
     443.409       63.900       59.766     1565.352
     444.410       59.900       60.039     1565.352
     445.411       61.900       59.793     1565.352
     446.413       59.900       59.805     1565.352
     447.414       68.900       59.562     1565.352
     448.415       78.900       60.352     1565.352
     449.416       74.900       60.105     1565.352
     450.417       61.900       59.859     1565.352
     451.419       59.900       60.391     1565.352
     452.419       64.000       60.148     1565.352
     453.421       63.900       60.164     1565.352
     454.422       58.900       60.176     1565.352
     455.422       59.000       60.188     1565.352
     456.423       54.900       60.199     1565.352
     457.424       58.000       60.215     1565.352
     458.425       62.900       59.715     1565.352
     459.425       62.000       59.988     1565.352
     460.426       66.900       60.258     1565.352
     461.428       64.900       60.016     1565.352
     462.429       59.900       60.016     1565.352
     463.430       59.900       60.031     1565.352
     464.431       63.900       60.043     1565.352
     465.431       62.000       60.059     1565.352
     466.433       62.900       60.070     1565.352
     467.434       59.900       59.820     1565.352
     468.435       64.900       60.094     1565.352
     469.437       65.900       60.363     1565.352
     470.438       68.900       60.379     1565.352
     471.439       71.900       60.137     1565.352
     472.439       69.000       60.148     1565.352
     473.441       73.900       60.152     1565.352
     474.441       69.000       59.652     1565.352
     475.442       69.900       60.438     1565.352
     476.443       62.900       62.773     1565.352
     477.445       58.900       68.461     1565.352
     478.445       63.000       67.184     1565.352
     479.446       60.900       67.453     1565.352
     480.447       66.900       67.984     1565.352
     481.448       63.900       69.547     1565.352
     482.449       73.000       69.559     1565.352
     483.450       71.900       69.574     1565.352
     484.450       73.000       69.586     1565.352
     485.451       71.900       69.855     1565.352
     486.452       63.000       69.613     1565.352
     487.453       62.900       69.367     1565.352
     488.454       68.900       69.641     1565.352
     489.455       74.900       69.652     1565.352
     490.455       78.000       69.922     1565.352
     491.456       67.900       69.672     1565.352
     492.458       56.900       49.086     1565.352
     493.459       55.900       49.355     1565.352
     494.459       56.000       50.914     1565.352
     495.461       59.900       58.660     1565.352
     496.462       60.900       60.219     1565.352
     497.463       60.900       60.234     1565.352
     498.464       58.000       60.500     1565.352
     499.464       58.000       60.246     1565.352
     500.465       58.900       60.520     1565.352
     501.466       64.900       60.535     1565.352
     502.467       65.900       60.031     1565.352
     503.469       58.900       59.789     1565.352
     504.469       58.000       59.805     1565.352
     505.471       59.900       59.820     1565.352
     506.471       57.900       59.574     1565.352
     507.472       61.900       60.098     1565.352
     508.474       64.900       59.855     1565.352
     509.475       65.900       60.125     1565.352
     510.476       66.900       60.141     1565.352
     511.476       67.000       60.414     1565.352
     512.477       66.900       60.168     1565.352
     513.478       65.000       59.926     1565.352
     514.478       65.000       60.199     1565.352
     515.479       67.900       59.949     1565.352
     516.480       65.900       59.965     1565.352
     517.482       67.900       59.977     1565.352
     518.483       64.900       59.988     1565.352
     519.483       60.000       60.262     1565.352
     520.485       55.900       59.762     1565.352
     521.486       55.900       60.035     1565.352
     522.487       54.000       60.047     1565.352
     523.487       56.000       59.797     1565.352
     524.488       55.000       60.582     1565.352
     525.488       60.000       60.078     1565.352
     526.489       66.000       59.832     1565.352
     527.490       68.000       60.102     1565.352
     528.491       64.900       60.105     1565.352
     529.491       69.000       59.863     1565.352
     530.493       70.900       60.395     1565.352
     531.494       66.900       60.406     1565.352
     532.495       64.900       60.680     1565.352
     533.495       68.000       60.438     1565.352
     534.497       69.900       59.938     1565.352
     535.498       62.900       59.949     1565.352
     536.499       59.900       59.957     1565.352
     537.501       60.900       60.215     1565.352
     538.502       62.900       59.969     1565.352
     539.502       63.000       60.242     1565.352
     540.503       64.900       60.000     1565.352
     541.505       65.900       60.527     1565.352
     542.505       63.000       60.027     1565.352
     543.506       58.900       60.039     1565.352
     544.507       59.900       60.309     1565.352
     545.509       65.900       60.062     1565.352
     546.510       69.900       60.078     1565.352
     547.511       63.900       60.086     1565.352
     548.513       65.900       60.098     1565.352
     549.514       68.900       60.113     1565.352
     550.515       69.900       60.129     1565.352
     551.517       67.900       60.145     1565.352
     552.518       68.900       60.418     1565.352
     553.519       66.900       59.918     1565.352
     554.519       66.000       60.191     1565.352
     555.520       66.000       60.203     1565.352
     556.521       64.900       60.211     1565.352
     557.522       65.900       60.227     1565.352
     558.523       68.900       59.977     1565.352
     559.524       71.000       60.250     1565.352
     560.525       70.900       60.266     1565.352
     561.526       73.900       60.539     1565.352
     562.527       70.900       59.777     1565.352
     563.528       68.000       60.305     1565.352
     564.528       66.000       60.062     1565.352
     565.530       61.900       60.074     1565.352
     566.531       62.900       60.086     1565.352
     567.531       59.000       59.844     1565.352
     568.532       56.000       59.855     1565.352
     569.533       57.900       60.129     1565.352
     570.533       62.000       60.402     1565.352
     571.535       63.900       60.148     1565.352
     572.536       62.900       59.898     1565.352
     573.537       65.900       60.430     1565.352
     574.538       67.900       60.184     1565.352
     575.538       66.000       59.938     1565.352
     576.539       61.900       60.203     1565.352
     577.540       61.000       60.211     1565.352
     578.541       64.900       60.227     1565.352
     579.542       65.900       60.242     1565.352
     580.543       72.900       59.996     1565.352
     581.543       65.000       60.266     1565.352
     582.545       60.900       60.531     1565.352
     583.546       55.900       66.473     1565.352
     584.546       60.000       60.039     1565.352
     585.547       66.900       69.336     1565.352
     586.548       65.000       64.449     1565.352
     587.549       77.900       68.590     1565.352
     588.549       56.000       70.410     1565.352
     589.551       50.900       70.426     1565.352
     590.551       54.000       70.699     1565.352
     591.553       59.900       70.457     1565.352
     592.554       65.900       70.473     1565.352
     593.554       61.000       70.227     1565.352
     594.556       74.900       70.500     1565.352
     595.557       64.900       70.512     1565.352
     596.557       67.000       70.266     1565.352
     597.558       57.900       70.277     1565.352
     598.559       65.900       70.289     1565.352
     599.561       67.900       51.250     1565.352
     600.562       64.900       49.977     1565.352
     601.563       59.900       56.949     1565.352
     602.565       58.900       59.543     1565.352
     603.566       65.900       60.836     1565.352
     604.567       61.000       61.367     1565.352
     605.567       64.000       60.867     1565.352
     606.569       57.900       60.883     1565.352
     607.570       64.000       56.773     1565.352
     608.570       63.000       60.914     1565.352
     609.570       56.000       60.930     1565.352
     610.571       57.900       61.203     1565.352
     611.572       59.900       60.961     1565.352
     612.574       58.900       60.461     1565.352
     613.574       57.000       60.992     1565.352
     614.575       58.900       60.492     1565.352
     615.576       66.900       61.016     1565.352
     616.577       70.000       61.023     1565.352
     617.577       69.000       60.781     1565.352
     618.579       66.900       60.797     1565.352
     619.579       60.900       61.070     1565.352
     620.581       63.900       60.570     1565.352
     621.581       68.000       61.098     1565.352
     622.582       64.900       60.855     1565.352
     623.583       65.900       61.129     1565.352
     624.584       65.900       61.145     1565.352
     625.586       71.900       60.902     1565.352
     626.587       72.900       61.172     1565.352
     627.588       71.000       61.445     1565.352
     628.589       72.900       60.688     1565.352
     629.590       75.900       60.961     1565.352
     630.591       77.000       61.230     1565.352
     631.592       69.900       60.984     1565.352
     632.593       66.900       61.258     1565.352
     633.594       66.900       61.016     1565.352
     634.595       76.900       61.020     1565.352
     635.596       69.000       61.289     1565.352
     636.597       68.900       60.785     1565.352
     637.598       68.900       61.316     1565.352
     638.599       67.900       61.590     1565.352
     639.600       66.900       61.340     1565.352
     640.600       64.000       61.094     1565.352
     641.602       61.900       60.594     1565.352
     642.603       65.900       61.117     1565.352
     643.604       64.000       60.852     1565.352
     644.605       64.900       61.125     1565.352
     645.605       63.000       60.883     1565.352
     646.605       66.000       61.156     1565.352
     647.607       60.900       61.422     1565.352
     648.607       64.000       60.922     1565.352
     649.608       64.000       61.191     1565.352
     650.608       62.000       61.457     1565.352
     651.608       60.000       60.949     1565.352
     652.610       61.900       61.223     1565.352
     653.610       62.000       61.230     1565.352
     654.611       55.000       61.391     1565.352
     655.611       58.000       61.090     1565.352
     656.613       58.900       61.363     1565.352
     657.613       60.000       61.609     1565.352
     658.614       60.000       61.105     1565.352
     659.614       54.000       60.781     1565.352
     660.615       52.900       61.461     1565.352
     661.616       52.000       61.336     1565.352
     662.618       53.900       60.984     1565.352
     663.619       51.900       61.398     1565.352
     664.619       52.000       61.277     1565.352
     665.620       57.900       61.781     1565.352
     666.622       53.900       62.172     1565.352
     667.622       52.000       62.047     1565.352
     668.622       55.000       61.980     1565.352
     669.623       56.900       62.734     1565.352
     670.624       55.000       62.953     1565.352
     671.624       54.000       63.141     1565.352
     672.624       57.000       63.352     1565.352
     673.625       57.000       63.820     1565.352
     674.625       58.000       63.547     1565.352
     675.626       53.900       64.758     1565.352
     676.628       52.900       64.379     1565.352
     677.629       51.900       64.543     1565.352
     678.629       55.000       64.727     1565.352
     679.630       58.900       64.984     1565.352
     680.632       58.900       64.742     1565.352
     681.632       52.000       65.164     1565.352
     682.633       43.900       65.422     1565.352
     683.634       48.900       65.680     1565.352
     684.635       43.900       65.680     1565.352
     685.636       46.000       65.707     1565.352
     686.637       43.900       65.965     1565.352
     687.638       43.900       66.223     1565.352
     688.639       47.900       66.793     1565.352
     689.640       47.000       67.133     1565.352
     690.641       47.900       66.930     1565.352
     691.642       53.000       67.320     1565.352
     692.642       58.000       68.594     1565.352
     693.643       52.900       67.980     1565.352
     694.644       52.000       68.371     1565.352
     695.645       54.900       70.395     1565.352
     696.646       58.900       72.465     1565.352
     697.646       53.000       73.941     1565.352
     698.647       55.900       73.184     1565.352
     699.649       56.900       72.906     1565.352
     700.649       54.000       79.566     1565.352
     701.651       54.900       69.988     1565.352
     702.651       52.000       79.434     1565.352
     703.652       57.000       79.953     1565.352
     704.653       52.900       80.113     1565.352
     705.653       50.000       80.250     1565.352
     706.654       56.000       80.750     1565.352
     707.654       55.000       70.910     1565.352
     708.655       45.900       70.965     1565.352
     709.657       53.900       81.207     1565.352
     710.658       51.900       71.316     1565.352
     711.659       50.000       81.734     1565.352
     712.659       50.000       71.816     1565.352
     713.661       49.900       72.355     1565.352
     714.661       46.000       72.695     1565.352
     715.662       46.900       73.031     1565.352
     716.663       48.900       71.617     1565.352
     717.665       53.900       73.086     1565.352
     718.666       47.900       73.164     1565.352
     719.667       49.900       73.301     1565.352
     720.668       50.000       73.723     1565.352
     721.668       46.000       73.980     1565.352
     722.668       51.000       73.656     1565.352
     723.670       46.900       74.281     1565.352
     724.671       52.900       74.699     1565.352
     725.672       52.000       74.887     1565.352
     726.672       48.000       75.023     1565.352
     727.673       58.000       75.039     1565.352
     728.674       56.900       75.312     1565.352
     729.675       56.900       74.809     1565.352
     730.675       58.000       76.879     1565.352
     731.677       59.900       76.891     1565.352
     732.678       62.900       77.410     1565.352
     733.679       59.900       76.902     1565.352
     734.680       59.900       76.918     1565.352
     735.682       60.900       77.191     1565.352
     736.683       64.900       77.207     1565.352
     737.683       63.000       77.219     1565.352
     738.685       59.900       76.711     1565.352
     739.686       64.900       76.977     1565.352
     740.687       60.900       77.246     1565.352
     741.688       61.000       77.262     1565.352
     742.688       63.000       77.277     1565.352
     743.688       67.000       77.031     1565.352
     744.689       67.900       77.047     1565.352
     745.691       66.900       76.805     1565.352
     746.691       66.900       76.809     1565.352
     747.693       65.900       76.820     1565.352
     748.694       64.900       77.090     1565.352
     749.695       60.900       77.105     1565.352
     750.695       63.000       77.121     1565.352
     751.697       64.900       77.133     1565.352
     752.698       66.900       77.145     1565.352
     753.699       67.900       77.160     1565.352
     754.700       64.900       77.172     1565.352
     755.702       61.900       77.180     1565.352
     756.703       61.900       76.676     1565.352
     757.704       65.000       76.941     1565.352
     758.704       68.000       77.207     1565.352
     759.705       69.900       77.219     1565.352
     760.706       73.900       77.488     1565.352
     761.707       71.900       77.500     1565.352
     762.709       65.900       76.996     1565.352
     763.710       68.900       77.266     1565.352
     764.711       57.900       77.023     1565.352
     765.712       56.000       77.281     1565.352
     766.713       58.900       77.297     1565.352
     767.714       59.900       77.566     1565.352
     768.715       59.900       77.578     1565.352
     769.717       66.900       77.078     1565.352
     770.718       66.900       77.352     1565.352
     771.719       65.900       77.109     1565.352
     772.720       63.000       77.375     1565.352
     773.721       58.900       77.129     1565.352
     774.722       61.900       77.398     1565.352
     775.722       59.000       77.414     1565.352
     776.723       57.900       77.426     1565.352
     777.725       61.900       77.180     1565.352
     778.726       60.900       76.922     1565.352
